['20206181539692849', '密封。']
['20206181592719147', '密封。']
['20206181593319187', '遮光，密封保存。']
['202061815391595111', '密封保存。']
['20206181584932200', '密封，干燥。']
['20206181584325836', '遮光，密闭干燥处保存']
['202061815312375162', '密封。']
['202061815324978872', '遮光、密封，在30℃以下保存。']
['202061815172641472', '遮光、密封、在干燥处保存。']
['202061815232963493', '遮光，密封保存。']
['202061815381196872', '密封，置阴凉（不超过20℃）干燥处。']
['202061815252561915', '遮光，密封保存。']
['202061815222553055', '密封，在凉暗干燥处保存。']
['202061815213351487', '密封，在阴凉处保存。']
['20206181534981202', '遮光、密封、在凉暗处保存。']
['202061815364088074', '遮光，密封保存。']
['20206181544512834', '遮光，密封保存。']
['202061815161743606', '遮光，密闭保存。']
['20206181544151683', '密闭遮光']
['202061815135331259', '密封，在干燥处保存。']
['202061815213851763', '密封，阴凉干燥处。']
['202061815292571109', '密闭，置阴凉干燥处。']
['202061815292171360', '密封。']
['202061815181544362', '密封，置阴凉处。']
['202061815361386455', '密封保存。']
['20206181521851038', '干燥，密封，避光。']
['20206181546226820', '密封，置阴凉（不超过20度）干燥处。']
['202061815182144759', '密封。']
['202061815165139398', '遮光，密封保存。']
['202061815132630155', '密封。']
['20206181592719141', '密封、在干燥处保存。']
['202061815272966289', '密闭，在干燥处保存。']
['202061815495721913', '避光，密闭保存。']
['2020618154344314', '密封，在阴凉（不超过20℃）干燥处保存。']
['202061815181443426', '遮光，密闭保存。']
['202061815205060478', '遮光，密封保存。']
['202061815163044220', '密封,在干燥处保存。']
['202061815141932038', '密封保存。']
['202061815313775297', '密封，置阴凉干燥处。']
['202061815412198113', '密闭、防潮。\u3000']
['202061815132530053', '遮光，密闭保存。']
['202061815362287663', '密封，在阴凉处保存。']
['202061815115226042', '密封，防潮。']
['202061815141332104', '密封保存。']
['202061815144440447', '密闭保存。']
['20206181525172013', '密封。']
['20206181539892872', '密封。']
['202061815152642042', '遮光，密闭保存。']
['202061815295282647', '密闭保存。']
['202061815212351577', '密封。']
['202061815325579038', '遮光，密封，在阴凉 (不超过20℃) 处保存。']
['202061815143833255', '密闭保存。']
['202061815234856999', '密封。']
['20206181540502357', '密封。']
['202061815242458749', '密封。']
['202061815315277700', '密闭，防潮。']
['20206181512526607', '密封。']
['202061815211050717', '密封。']
['202061815354585068', '密封，遮光。']
['20206181591618668', '遮光，密封保存。']
['2020618154477740', '密封。']
['202061815103822460', '密闭保存。']
['202061815172146046', '密封。']
['202061815464712648', '密封保存。']
['202061815133530562', '密封，阴凉干燥处']
['202061815275175959', '密封，阴凉干燥处']
['202061815372088666', '遮光，密闭保存']
['202061815104335330', '遮光，密封保存。']
['2020618159933617', '密封']
['20206181537088306', '密封，在干燥处保存。']
['20206181546357243', None]
['202061815503515740', '密封。']
['202061815363795989', '密封。']
['202061815295182531', '密封保存。']
['202061815491713350', '密封，置阴凉处。']
['202061815494622095', '密封，在阴凉处保存。']
['202061815203249732', '密闭保存。']
['202061815272065562', '遮光，密闭，在干燥处储存.']
['202061815405496983', '遮光，密封保存']
['202061815365588471', '遮光，密封保存。']
['202061815192647245', '密封。']
['202061815292171358', '密封。']
['202061815125628974', '密封，干燥。']
['202061815373289369', '遮光，密闭保存。']
['20206181546457598', '密闭保存。']
['202061815345583462', '密封。']
['20206181544409927', '密封。']
['202061815193447301', '避光，密闭保存。密封。凉暗处保存。']
['202061815233163577', '密封。']
['20206181522553443', '密闭，在凉暗处保存']
['202061815174855163', '密闭，在凉暗干燥处保存。']
['20206181543469166', '密封。']
['202061815165640613', '密闭，防潮，防蛀。']
['202061815313475198', '密闭，置阴凉处。']
['202061815264764680', '遮光、密闭、在凉暗处(避光并不超过20℃)保存。']
['202061815492013446', None]
['202061815151641576', '密封，置阴凉干燥处。']
['202061815333980518', '密封。']
['202061815155542204', '密封，置阴凉处（不超过20℃）。']
['202061815494514749', '遮光，密闭，在凉暗（避光并不超过℃）干燥处保存。']
['202061815391693027', '密封，避光，置阴凉处（不超过20℃）。']
['20206181544319851', '密封。']
['20206181547409448', '密封。']
['202061815281982467', '遮光，密闭，在阴凉处保存。']
['20206181529469879', '密封保存。']
['202061815284069316', '密闭']
['202061815234957027', '干燥，密封，避光。']
['202061815395194726', '密封，阴凉干燥处。']
['202061815104522967', '密封，阴凉干燥处。']
['202061815352084229', '遮光，密闭保存。']
['202061815333980532', '遮光，密封，在凉暗干燥处保存。']
['202061815265265353', '遮光，密闭，在干燥处储存.']
['20206181584016301', '密封,置阴凉干燥处。']
['202061815463412617', '密封，置阴凉处。']
['202061815472016731', '遮光，密封保存。']
['202061815472016728', '密封保存。']
['202061815311974907', '密封保存。']
['202061815335280822', '遮光，密封，在凉暗干燥处保存。']
['202061815173546787', '密封,在干燥处保存。']
['202061815394094206', '密封，在阴凉处干燥处保存。']
['202061815333880576', '密封，置阴凉处。']
['202061815214352307', None]
['202061815394094207', '密封，在阴凉处干燥处保存。']
['202061815101021664', '遮光、密封、在30℃以下干燥处保存。']
['202061815244259403', '密封。']
['202061815133231144', '密封，置阴凉(不超过20℃)处保存。']
['202061815443710045', '密封。']
['202061815104935463', '密闭保存。']
['20206181529869501', '密封。']
['202061815282168421', '密封。']
['2020618154497754', '密闭保存。']
['202061815214352302', None]
['202061815151641644', '密闭。']
['20206181512326205', '密封。']
['202061815394994646', '密封，阴凉干燥处']
['202061815283168427', '密封。']
['202061815243272066', '密封。']
['202061815493014087', '密闭，防潮。']
['202061815124329034', '密封，置阴凉处保存。']
['202061815123928136', '避光，密封。']
['202061815173447001', '密封、遮光处保存。']
['202061815402526720', '密封。']
['202061815322077878', '密封。']
['202061815234356620', '密封保存。']
['202061815205223000', '密封。']
['202061815115826191', '密封。']
['2020618154029404', '遮光，密封保存。']
['2020618154338502', '密封。']
['202061815315877067', '遮光，密封保存。']
['20206181525468176', '密封，置阴凉处。']
['20206181544309839', '密封。']
['20206181530471779', '常温（10℃- 30℃），遮光，密闭保存。']
['20206181532777368', '密封保存。']
['202061815283768984', '密闭，在干燥处保存。']
['202061815124528088', '密封，在阴凉处保存。']
['20206181528876116', '密封，置阴凉处。']
['202061815195248057', '密封，置阴凉处保存。']
['202061815374196369', '遮光，密闭保存。']
['202061815195348109', '遮光，密闭保存。']
['20206181592719119', '遮光，密封保存。']
['20206181545596143', '密封。']
['20206181530071875', '密封保存。']
['202061815352984444', '遮光，密封保存。']
['20206181538090773', '密封，置阴凉处。']
['202061815275275996', '密封，置阴凉处。']
['202061815173546765', '密封保存。']
['202061815355486125', '遮光，密封保存。']
['20206181546116316', '遮光，密封保存。']
['202061815102121291', '密封']
['20206181529469512', '密封。']
['202061815365288094', '遮光，密封保存。']
['202061815141634739', '遮光，密封保存。']
['20206181593319185', '避光，密封']
['202061815111924362', '避光，密封']
['20206181532576821', '密封。']
['202061815233957079', '密封。']
['20206181543214326', '密封保存。']
['202061815262563887', '密封、遮光处保存。']
['202061815352184036', '密封。']
['202061815194047524', '遮光，密封保存。']
['202061815415299342', '密闭，置阴凉处。']
['2020618154344305', '密闭，干燥处保存。']
['20206181546116326', '密封']
['202061815321577929', '避光，密封']
['20206181530371841', None]
['20206181527872584', '遮光、密封保存。']
['202061815353984601', '遮光，密封保存。']
['202061815323678826', '密闭，防潮。']
['202061815181544365', '密闭，在30℃以下保存。']
['202061815341981560', '遮光，密封保存。']
['202061815334080533', '遮光，密封，在凉暗干燥处保存。']
['202061815503116013', '密封保存']
['202061815113725132', '遮光 ，密封保存。']
['202061815481410800', '密封避光']
['202061815252161268', '遮光，密封保存。']
['20206181515934832', '密封保存。']
['202061815401274517', '避光，密封']
['20206181531474616', '密封，在干燥处保存。']
['202061815103222677', '密封，阴凉干燥处。']
['202061815112124098', '密封，置阴凉干燥处。']
['202061815282993539', '密封。']
['202061815301782986', '密封，在阴暗干燥处保存。']
['202061815212751811', '密封，置阴凉处。']
['2020618154242101878', '遮光，密封，在干燥处保存。']
['202061815475910350', '密封，干燥处保存。']
['202061815122427181', '密封，置阴凉处。']
['202061815401395817', '密封，干燥。']
['20206181524959624', '密闭，防潮。']
['202061815352884414', '密闭，在干燥处保存。']
['202061815211751315', '密闭，防潮。']
['202061815395194724', '密封，阴凉干燥处。']
['202061815112124092', '密封，置阴凉干燥处。']
['202061815172046012', '密闭保存。']
['202061815484212243', '密封，置阴凉干燥处。']
['202061815345783702', '遮光，密封保存']
['202061815133131290', '密封，在干燥处保存。']
['2020618153927100072', '遮光，密闭，低于30℃保存。']
['20206181516443240', '遮光，密封保存。']
['202061815361486672', '避光']
['202061815192647254', '遮光，密封保存。']
['202061815472617225', '遮光，密闭保存']
['202061815294771181', '遮光，密闭保存']
['202061815201149463', '按放射性物品保管规定，置防护容器内室温下贮藏。']
['202061815235057049', '密封，置阴凉处。']
['202061815255062459', '密封，在阴暗干燥处保存。']
['202061815192245916', '遮光，密封保存。']
['202061815221360634', '贮藏\u3000密封，防潮。']
['20206181511724006', None]
['20206181511423544', '密封，置阴凉处。']
['202061815111824428', '遮光，密封保存。']
['202061815493314299', '遮光、密闭保存 (10℃-30℃)。']
['202061815195248125', '密闭，在凉暗处保存']
['202061815192946306', '避光，密封。']
['202061815503916131', '密闭保存。']
['2020618155041109', '遮光，密封保存。']
['20206181540462156', '密封，在阴凉干燥处保存。']
['202061815125428571', '密闭，防潮。']
['20206181545545764', '密封，防潮。']
['202061815123928149', '密封，置阴凉处保存。']
['202061815231356265', '密封']
['2020618154322102853', '密闭']
['202061815361787154', '遮光，密封保存。']
['202061815112824409', '密封。']
['202061815325779129', '遮光，密封，在凉暗处。']
['202061815291971225', '密封。']
['20206181521851049', '干燥，密封，避光。']
['202061815352084119', '密封，在凉暗处（避光并不超过20℃）保存。']
['202061815352293731', '密封保存。']
['202061815311889508', '贮藏 遮光、密封，在干燥处保存。']
['202061815134838549', '密封,置阴凉处。']
['20206181524767622', '密封。']
['202061815341381234', '遮光、密封、在凉暗处保存。']
['202061815123728062', '避光，干燥保存。']
['202061815173446986', '密封、遮光处保存。']
['202061815482220110', '密封，置阴凉处。']
['2020618154498384', '密封，置阴凉处。']
['202061815471916745', '遮光，密封，在阴凉处（不超过20℃）保存。']
['202061815493214701', '遮光、密闭保存。']
['20206181515267231', '密闭。']
['202061815334480722', '密封，在凉暗处保存。']
['2020618154625898', '密封。']
['202061815274673618', '密封，遮光，置阴凉处。']
['2020618159933607', '遮光，密封保存。']
['202061815443611039', '密封，置阴凉处（不超过20℃）。']
['202061815494014253', '密闭，在凉暗处（避光并不超过20℃）保存。']
['202061815354984993', '遮光，密封，在干燥处保存。']
['202061815334880630', '密封，在凉暗处保存。']
['202061815492214335', '遮光、密闭保存。']
['20206181529869546', '密封，遮光。']
['202061815142832827', '避光，干燥密闭']
['202061815483020141', '密封保存。']
['202061815391299755', '本品应置于2-8℃，避光干燥保存和运输，不可冷冻。']
['20206181583420978', '密封']
['20206181545455155', '密封。']
['20206181592819149', '密封，避光，置阴凉处（不超过20℃）']
['202061815163738776', '置阴凉干燥处保存']
['2020618159933663', '密封。']
['202061815303873070', '遮光密闭室温干燥保存。']
['202061815194247458', '密闭，在凉暗干燥处（避光并不超过20℃）保存。']
['20206181520648816', '密闭，在凉暗干燥处（避光并不超过20℃）保存。']
['20206181546116304', '密封']
['202061815342681890', '遮光，密封，在凉暗处。']
['202061815143833232', '密闭保存。']
['20206181544553309', '遮光，密封保存。']
['202061815465616766', '密封保存。']
['202061815471916761', '密封保存。']
['202061815484012177', '遮光，密封。']
['202061815194647853', '密封，在阴凉处保存。']
['202061815494014247', '遮光，密封，在阴凉 (不超过20℃) 处保存。']
['202061815242058495', '密闭保存。']
['202061815251172194', '遮光，密封保存。']
['202061815381291298', '密封。']
['20206181511725382', '遮光 ，密封保存。']
['202061815444711602', '密封避光']
['20206181517840973', '密封。']
['202061815395394326', '密封。']
['202061815493214215', '密封，置阴凉处。']
['202061815285969922', '密封，在阴凉处。']
['202061815131530758', '遮光，密封保存。']
['202061815295371673', '密封']
['202061815224755475', '密封保存。']
['202061815381591088', '遮光，密闭，在阴凉（不超过20℃）干燥处保存。']
['202061815143833247', '密闭保存。']
['202061815473117476', '密封保存。']
['20206181547459288', '密封。']
['202061815141131400', '密封']
['202061815255762751', '密封，置阴凉处。']
['202061815103022240', '密封，置阴凉处。']
['202061815222353919', '密封，在阴暗干燥处保存。']
['2020618154431487', '密封，室温保存。']
['2020618154224479', '遮光，密封保存。']
['20206181524767639', '密封，阴凉干燥处。']
['2020618154234102125', '遮光，密封保存。']
['20206181550915156', '密封。']
['202061815253261602', '密封，置阴凉处。']
['20206181511323329', '遮光，密封保存。']
['202061815294771189', '密封保存。']
['20206181592919246', '密封，避光，置阴凉处（不超过20℃）']
['202061815391692900', '密封。']
['202061815395494517', '密封，置阴凉处。']
['202061815395394511', '密封，置阴凉处。']
['202061815104935468', '密闭保存。']
['2020618154656035', '密闭保存。']
['20206181524567542', '密封，阴凉干燥处']
['202061815244567886', '遮光，密封保存。']
['202061815293071074', '遮光，密封保存。']
['202061815232356864', '密闭，防潮。']
['202061815315875669', '密闭保存。']
['20206181525172597', '遮光，密封保存。']
['202061815275466569', '密封，置阴凉处。']
['20206181520348617', '遮光、密闭，在阴凉干燥处保存。']
['20206181582516239', '置阴凉干燥处密封保存。']
['202061815132930663', '密封，阴凉干燥处']
['202061815322577638', '密封，置阴凉处。']
['202061815241558737', '密闭保存。']
['20206181528876099', '遮光、密闭保存 (10℃-30℃)。']
['202061815111323255', '遮光，密封保存。']
['202061815305774340', '密封，置阴凉处（不超过20℃）。']
['202061815381891176', '置遮光容器中，在阴凉处密闭保存。']
['202061815375090436', '密封。']
['20206181549512523', '密封。']
['202061815233063536', '密封']
['202061815151541973', '遮光，密闭保存。']
['202061815233356447', '密封']
['202061815103922534', '密闭保存。']
['202061815241458662', '密封，置阴凉处。']
['202061815275466568', '密封，置阴凉处。']
['202061815402295962', '密封。']
['202061815265565407', '遮光，密闭，在干燥处储存.']
['202061815241458663', '密封。']
['202061815281982512', '密封。']
['20206181595319618', '密闭，防潮。']
['202061815344593341', '阴凉，密封。']
['202061815213251486', '密封，在阴凉处保存。']
['202061815413798719', '密封，在阴凉干燥处保存。']
['20206181543589019', '密封。']
['202061815254462478', '密封置阴凉处保存。']
['202061815135931487', '密封。']
['20206181546216584', '密封保存。']
['20206181547112903', '密封，置于阴凉干燥处。']
['202061815115326129', '密封']
['20206181585033541', '密封，置阴凉干燥处。']
['202061815191045510', '密封，置阴凉处保存。']
['202061815383797521', '密封,遮光,在30℃以下保存.']
['202061815481410776', '密封。']
['20206181521250534', None]
['20206181524567651', '密封。']
['202061815415399446', '遮光，密封保存。']
['202061815213751934', '密封，置阴凉处。']
['202061815232963496', '遮光，密封保存。']
['202061815244659247', '密封，置阴凉处。']
['202061815324178530', '遮光，密封，在阴凉处（不超过20℃）保存。']
['20206181521750952', '密封。']
['20206181545565848', '遮光、密封保存。']
['202061815483421737', '遮光，密闭保存。']
['202061815381891164', '密封。']
['20206181522353336', '密闭，在凉暗处保存']
['202061815125228436', '密封，在阴凉处保存。']
['202061815211050680', '密封。']
['202061815234056931', '密闭，在阴凉处保存']
['202061815144133222', '密闭保存。']
['20206181519945419', '密闭，在干燥处保存。']
['20206181514531783', '遮光，密闭保存。']
['20206181523055799', '密闭']
['20206181537896029', '密封。']
['20206181592018643', '密闭保存。']
['202061815312374969', '密闭，置阴凉处。']
['202061815141232078', '密封保存。']
['202061815471317023', '密封保存。']
['202061815135739595', '遮光，密封保存。']
['202061815391093124', '遮光，密闭，阴凉处保存。']
['202061815201660105', '遮光，密封保存。']
['202061815232963508', '遮光，密封保存。']
['202061815273265834', '密封']
['202061815151341838', '密封，置阴凉（不超过20℃）干燥处保存。']
['202061815372589146', '遮光，密封保存。']
['202061815365488147', '遮光，密封保存。']
['202061815385892357', '遮光、密封保存.']
['20206181546447364', '密闭保存。']
['20206181528076372', '密封保存。']
['202061815475519998', '密封，置阴凉干燥处。']
['202061815242158520', '遮光，密封，于干燥处保存。']
['202061815492613496', '密封，置阴凉处。']
['202061815102722442', '密封，在阴凉处干燥处保存。']
['202061815212251540', '密封保存。']
['20206181582116500', '密封保存。']
['202061815225455612', '密封保存。']
['202061815355186239', '遮光，密封保存。']
['202061815264964822', '密封，阴凉干燥处保存。']
['202061815214752462', '遮光，密闭保存。']
['20206181591018014', '遮光，密封保存。']
['202061815351387188', '密封，阴凉干燥处']
['202061815212751995', '遮光，密封保存。']
['2020618154035751', '遮光，密封保存。']
['202061815154537197', '遮光，密封，在凉暗处保存。']
['202061815202360181', '密闭']
['20206181546357216', None]
['202061815134131856', '密闭保存。']
['202061815134938554', '密封,置阴凉处。']
['202061815501015299', '遮光，密封，于干燥处保存。']
['202061815135338659', '避光，密封保存。']
['20206181546267173', '密封，于阴凉干燥处（不超过20℃）保存。']
['2020618154223101447', '遮光，30℃以下保存。不要冻存。在不使用本品时，建议不要打开药盒拿出药瓶。']
['202061815182244704', '密封，置阴凉干燥处。']
['202061815383691814', '密封，置阴凉干燥处。']
['202061815275976225', '密封保存。']
['202061815353684818', '遮光，密封保存。']
['202061815334190394', '密封，置阴凉处。']
['202061815231060791', '密封。']
['202061815305274334', '密封，置阴凉处（不超过20℃）。']
['202061815344283207', '遮光，密闭，在阴凉处（不超过20℃）保存。']
['20206181515134983', '密封，置阴凉处。']
['2020618154325103088', '在25℃以下保存。']
['20206181545344789', '密封,置阴凉处.']
['20206181532877191', '密闭。']
['202061815501115309', '遮光、密闭、在阴凉处保存。']
['202061815405897202', '密闭，在干燥处保存。']
['202061815285371420', '遮光，密闭，在阴凉（不超过20℃）干燥处保存。']
['202061815234356600', '密封保存。']
['20206181529070016', '遮光，密闭保存。']
['202061815184559537', '密闭保存']
['20206181518857577', '密闭保存。']
['202061815213951993', '密封，置阴凉处。']
['20206181516243100', '遮光，密闭保存。']
['202061815142932802', '密闭，在凉暗处保存。']
['202061815102921713', '密闭，置凉暗处（避光并不超过20℃）保存。']
['202061815481910959', '密闭，阴凉干燥处保存。  药物溶液须避光保存。室温下24小时或4-10℃温度下48小时，药物保持稳定。  药物应远离儿童贮放。']
['202061815122427202', None]
['202061815115726079', '密封，在阴凉干燥处保存。']
['202061815162738732', '遮光密闭，在阴凉处保存。']
['202061815262063052', '遮光，密闭保存']
['202061815224254226', '遮光，密闭保存。']
['202061815472518343', '遮光，密闭保存。']
['202061815273166375', '密封。']
['202061815173747014', '密闭，在干燥处保存。']
['202061815365994797', '遮光，密封保存。']
['202061815291870351', '8℃ 以下避光保存和运输，不得冰冻。']
['202061815201049053', '密封，在干燥处保存。']
['2020618155040138', '密封，在干燥处保存。']
['202061815342081749', '遮光，密封，在凉暗处。']
['202061815122527290', '密封保存。']
['20206181538490820', '密封,置阴凉处.']
['202061815224654673', '遮光，密封保存。']
['202061815144333091', '密闭保存。']
['202061815163539184', '密闭保存。']
['202061815164439130', '密封，在干燥处保存。']
['202061815372489063', '遮光，密封保存。']
['20206181595420334', '密闭，在干燥处保存。']
['2020618154238101633', '遮光，密封，在干燥处保存。']
['202061815113925245', '遮光 ，密封保存。']
['202061815161943685', '遮光，密闭保存。']
['202061815253662006', '遮光，密封保存。']
['20206181532777362', '密封保存。']
['202061815151341821', '密封，置阴凉（不超过20℃）干燥处保存。']
['202061815195948174', '遮光，密闭保存。']
['202061815123227965', '密封']
['202061815283368589', '密闭。']
['20206181532376655', '密封。']
['202061815315377496', '遮光，密封保存。']
['202061815242158561', '密封，置阴凉处。']
['20206181518042825', '密闭。']
['202061815314076787', '密封。']
['202061815311475129', '密封，阴凉干燥处']
['202061815133131286', '密封，在干燥处保存。']
['202061815294370934', '密封，置阴凉处(不超过20℃)。']
['202061815322577641', '密封，置阴凉处。']
['202061815401895669', '遮光，密封，置阴凉处（不超过20℃）。']
['202061815503697614', '密闭。']
['20206181540495450', '密封，置阴凉处。']
['20206181584932164', '避光，密封。']
['202061815285069423', '避光，干燥保存']
['202061815373689384', '遮光，密闭保存。']
['20206181545211886', '遮光、密封保存。']
['202061815495414608', '遮光、密闭保存。']
['202061815495414608', '遮光、密闭保存。']
['202061815193847889', '密封，干燥处保存。']
['20206181520148676', '密封，干燥处保存。']
['202061815203549830', '遮光，密封保存。']
['202061815213452018', '密封保存']
['202061815154337351', '密封,置阴凉处。']
['2020618154606186', '密封。']
['20206181525172010', '密封。']
['20206181546156740', '密封，置阴凉处保存。']
['2020618154656046', '密封，防潮，避热。']
['202061815274666337', '密封，置阴凉处。']
['20206181538090837', '密封、置阴凉处。']
['20206181524967341', '置于阴凉干燥处。']
['202061815414599021', '密封。']
['202061815481010702', '密封，置于阴凉干燥处。']
['202061815413998857', '密封，置阴凉干燥处。（不超过20℃）']
['202061815293772009', '密封。']
['202061815483020139', '密封，置阴凉处。']
['202061815193647645', '密封']
['202061815163344179', '密封保存。']
['202061815193647644', '密闭保存。']
['202061815352684407', '密封，置阴凉处保存。']
['202061815501915616', '遮光，密封保存。']
['20206181527972534', '密闭，凉暗处（避光并不超过20摄氏度）保存。']
['202061815365488130', '遮光，密封保存。']
['202061815465516631', None]
['202061815352393836', '密封。']
['202061815352884334', '密封。']
['202061815233656421', '密封']
['202061815322978365', '遮光，密封保存。']
['202061815385992605', '遮光，密封保存。']
['202061815205650393', '密封保存。']
['202061815164439147', '密封，在干燥处保存。']
['202061815163539187', '密闭保存。']
['202061815104935424', '密闭']
['20206181517339940', '遮光、密闭保存。']
['202061815153236392', '密封。']
['202061815173954864', '密封']
['202061815223053077', '密封，在凉暗干燥处保存。']
['2020618154334103107', '在25℃以下保存。']
['202061815503615826', '密封。']
['202061815161743720', '遮光，密闭保存。']
['202061815245960096', '遮光，密封保存。']
['20206181536386180', '遮光，密封保存。']
['202061815372489127', '遮光，密封保存。']
['202061815155643174', '遮光，密闭保存。']
['202061815121927348', '密封保存。']
['202061815373489380', '遮光，密闭保存。']
['202061815141532411', '遮光，密闭保存。']
['2020618154252102326', None]
['202061815154437117', '遮光，密闭，阴凉处保存。']
['20206181544219628', '密封、遮光处保存。']
['202061815405496982', '遮光，密封保存']
['202061815491713346', '密封，置阴凉处。']
['20206181539792961', '遮光，密封保存。']
['202061815152735997', '遮光，密封保存。']
['202061815251661226', '遮光，密封保存。']
['202061815231356453', '密封']
['202061815214752461', '遮光，密闭保存。']
['202061815372888886', '遮光，密封保存。']
['202061815215652941', '密封。']
['20206181525659973', '遮光，密封保存。']
['20206181532877385', '密封保存。']
['202061815491013529', '遮光，密封保存。']
['202061815484112229', '密闭保存。']
['20206181545344810', '密封,置阴凉处.']
['202061815235867157', '密封。']
['202061815265265223', '遮光，密闭保存。']
['202061815144333102', '密闭保存。']
['202061815485013064', '密封，在阴凉处保存。']
['202061815251171997', '密封，置阴凉处。']
['202061815483611641', '密封避光']
['20206181512926645', '遮光，密封保存。']
['20206181544409925', '密封。']
['202061815151441893', '密封，置阴凉处保存。']
['20206181535183586', '密封保存。']
['20206181539592755', '遮光、密封保存。']
['202061815225955970', '密闭。']
['202061815343292118', '密封。']
['202061815244859103', '遮光，密封保存']
['202061815253662030', '遮光，密封保存。']
['20206181518557534', '遮光，密封，在阴凉干燥处保存。']
['20206181594433977', '遮光，密封保存。']
['202061815485412010', '密封，遮光。']
['202061815285069428', '避光，干燥保存']
['202061815312874745', '密闭保存。']
['20206181584423847', '遮光，密封保存。']
['202061815264864697', '遮光，密闭，在干燥处储存.']
['202061815264264518', '密封，阴凉处保存']
['202061815363287229', '密封。']
['202061815363287227', '密封。']
['20206181540532465', '遮光，密封保存。']
['20206181523555845', '密封。']
['202061815173646652', '密闭，在干燥处保存。']
['202061815111523359', '密封，置阴凉处。']
['2020618154231101570', '遮光，密封，在干燥处保存。']
['202061815465112783', '密封，置阴凉处。']
['202061815143332925', '密封']
['202061815391495092', '密封保存。']
['202061815284368747', '密闭，在干燥处保存。']
['202061815243359050', '遮光，密封保存']
['2020618154319102763', '密闭']
['202061815225054564', '密封，置阴凉处保存。']
['202061815385092426', '遮光、密封保存.']
['202061815185659671', '密封，置干燥处保存']
['202061815284468810', '密闭，在干燥处保存。']
['202061815325679152', '密封，在凉暗处保存。']
['202061815412898270', '密封。']
['202061815323478264', '遮光，密封保存。']
['2020618154183576', '密封，置阴凉处。']
['202061815385592566', '遮光、密封保存.']
['202061815123127560', '密封，在干燥处保存。']
['202061815133131293', '密封，在干燥处保存。']
['202061815253061374', '密闭，在凉暗干燥处保存。']
['202061815342381617', '遮光，密封，在凉暗处保存。']
['202061815315277559', '密封，在干燥处保存。']
['202061815362586752', '密封,置阴凉处。']
['202061815503515739', '密封。']
['202061815114125183', '遮光 ，密封保存。']
['202061815184857756', '密封。']
['20206181541113469', '遮光，密闭，在阴凉处保存。']
['202061815364487839', '遮光，密封保存。']
['202061815332279799', '置于阴凉干燥处。']
['202061815353784939', '密封保存。']
['202061815261664210', '密封，置阴凉干燥处。']
['202061815255672446', '密封，置阴凉干燥处。']
['202061815314775776', '密封。']
['202061815145434629', '遮光，密封。']
['202061815211651392', '密封。']
['202061815165039719', '密封。']
['202061815172346597', '密闭，在干燥处保存。']
['20206181512726747', '密封。']
['20206181544221763', '避光，密闭保存。']
['20206181529969568', '密闭。']
['202061815482411177', '密封。']
['20206181519845579', '密封。']
['202061815132130263', '密封。']
['202061815345683650', '遮光，密封保存']
['202061815251272030', '遮光，密闭保存。']
['202061815271272825', '密封，置阴凉处。']
['202061815304173246', '密封，阴凉处存放。']
['202061815152035983', '遮光，密封保存。']
['20206181542588312', '遮光,密闭保存。']
['202061815273266003', '密闭，阴凉保存。']
['202061815202449772', '密闭保存。']
['202061815244967914', '遮光，密封保存。']
['202061815144640746', '遮光，密封。']
['202061815144132993', '密闭保存。']
['202061815183644621', '密封，置阴凉处（不超过20℃）。']
['202061815163044205', '密闭，在干燥处保存。']
['202061815485813040', '密闭，在干燥处保存。']
['202061815232163542', '密封，在阴暗干燥处保存。']
['2020618154316102600', '遮光，密闭保存。']
['20206181516343074', None]
['202061815205550473', '密封保存。']
['202061815185459745', '密闭，避光']
['202061815191145784', '密封，在阴凉(不超过20℃)干燥处保存。']
['202061815254262411', '密封。']
['202061815261862781', '密封保存。']
['202061815252461488', '密闭，置阴凉处。']
['202061815245067919', '遮光，密封保存。']
['202061815384792799', '遮光、密封保存。']
['202061815371494122', '密闭保存。']
['202061815303473266', '密封。']
['202061815162343847', '遮光，密闭保存。']
['20206181544523149', '遮光，密封保存。']
['202061815315775656', '密封，阴凉干燥处']
['20206181544341955', '避光，密封。']
['202061815113224624', None]
['202061815143840257', '密闭，置阴凉处。']
['202061815134231886', '遮光，密封保存。']
['202061815105335737', '密封，在干燥处保存。']
['2020618154038905', '遮光，密封，在冷处（2～10℃）保存。']
['202061815284168657', '密封，置阴凉处。']
['202061815252261287', '密封。']
['20206181523856217', '密封']
['202061815321277141', '遮光，密闭，在阴凉处保存。']
['202061815233063541', '密封，在阴暗干燥处保存。']
['202061815301685366', '密封保存。']
['2020618153940100212', '密封。']
['202061815285371411', '遮光，密闭，在阴凉（不超过20℃）干燥处保存。']
['20206181522453356', '密闭，在凉暗处保存']
['20206181593733744', '密封。']
['202061815103722916', '密封。']
['202061815263664454', '避光，密封，在阴凉干燥处保存']
['202061815401095361', '密封。']
['20206181594333886', '遮光、密闭保存。']
['202061815352684393', '密闭遮光保存']
['202061815192446450', '密封，置阴凉处。']
['20206181544107801', '密封，遮光保存。']
['20206181516937828', '遮光，密封，在30℃以下保存。']
['202061815214152256', '密封，在干燥处保存。']
['20206181510220622', '密封，避光，置阴凉干燥处']
['202061815121926962', '遮光，密封保存。']
['202061815354284631', '密封，在干燥处保存']
['20206181527365337', '遮光，密闭，在干燥处储存.']
['202061815134938125', None]
['202061815212051130', '密封。']
